Timestamp,Makine_Calisma,Insan_Toplam_Calisma,Tespit_Edilen_Insan_Sayisi,Insan_Kirma,Insan_Tasima
174,False,True,1,True,False
175,False,True,1,True,False
176,False,True,1,True,False
177,False,True,1,True,False
178,False,True,1,True,False
179,False,True,1,True,False
180,False,True,1,True,False
181,False,True,1,True,False
182,False,True,1,True,False
183,False,True,1,True,False
184,False,True,1,True,False
185,False,True,1,True,False
186,False,True,1,True,False
187,False,True,1,True,False
188,False,True,1,True,False
189,False,True,1,True,False
190,False,True,1,True,False
191,False,True,1,True,False
192,False,True,1,True,False
193,False,True,1,True,False
194,False,True,1,True,False
195,False,True,1,True,False
196,False,True,1,True,False
197,False,True,1,True,False
198,True,True,1,True,False
199,True,True,1,True,False
200,True,True,1,True,False
201,True,True,1,True,False
202,True,True,1,True,False
203,True,True,1,True,False
204,True,True,1,True,False
205,True,True,1,True,False
206,True,True,1,True,False
207,True,True,1,True,False
208,True,True,1,True,False
209,True,True,1,True,False
210,True,True,1,True,False
211,True,True,1,True,False
212,True,True,1,True,False
213,True,True,1,True,False
214,True,True,1,True,False
215,True,True,1,True,False
216,True,True,1,True,False
217,True,True,1,True,False
218,True,True,1,True,False
219,True,True,1,True,False
220,True,True,1,True,False
221,True,True,1,True,False
222,True,True,1,True,False
223,True,True,1,True,False
224,True,True,1,True,False
225,True,True,1,True,False
226,True,True,1,True,False
227,True,True,1,True,False
228,True,True,1,True,False
229,True,True,1,True,False
230,True,True,1,True,False
231,True,True,1,True,False
232,True,True,1,True,False
233,True,True,1,True,False
234,True,True,1,True,False
235,True,True,1,True,False
236,True,True,1,True,False
237,True,True,1,True,False
238,True,True,1,True,False
239,True,True,1,True,False
240,True,True,1,True,False
241,True,True,1,True,False
242,True,True,1,True,False
243,True,True,1,True,False
244,True,True,1,True,False
245,True,True,1,True,False
246,True,False,1,False,False
247,True,False,1,False,False
248,True,False,1,False,False
249,True,False,1,False,False
250,True,False,1,False,False
251,True,False,1,False,False
252,True,False,1,False,False
253,True,False,1,False,False
254,True,False,1,False,False
255,True,False,1,False,False
256,True,True,1,True,False
257,True,True,1,True,False
258,True,True,1,True,False
259,True,True,1,True,False
260,True,True,1,True,False
261,True,True,1,True,False
262,True,True,1,True,False
263,True,True,1,True,False
264,True,True,1,True,False
265,True,True,1,True,False
266,True,False,1,False,False
267,True,False,1,False,False
268,True,False,1,False,False
269,True,False,1,False,False
270,True,False,1,False,False
271,True,False,1,False,False
272,True,False,1,False,False
273,True,False,1,False,False
274,True,True,1,True,False
275,True,True,1,True,False
276,True,True,1,True,False
277,True,True,1,True,False
278,True,True,1,True,False
279,True,True,1,True,False
280,True,True,1,True,False
281,True,True,1,True,False
282,True,True,1,True,False
283,True,True,1,True,False
284,True,True,1,True,False
285,True,False,1,False,False
286,True,False,1,False,False
287,True,False,1,False,False
288,True,False,1,False,False
289,True,False,0,False,False
290,True,False,1,False,False
291,True,False,2,False,False
292,True,False,0,False,False
293,True,False,0,False,False
294,True,False,1,False,False
295,False,False,2,False,False
296,False,False,3,False,False
297,False,False,0,False,False
298,False,False,0,False,False
299,False,False,1,False,False
300,False,False,1,False,False
301,False,False,2,False,False
302,False,False,2,False,False
303,False,False,1,False,False
304,False,False,3,False,False
305,False,False,2,False,False
306,False,False,3,False,False
307,False,False,2,False,False
308,False,False,4,False,False
309,False,False,3,False,False
310,False,False,1,False,False
311,False,False,1,False,False
312,False,True,1,True,False
313,False,True,1,True,False
314,False,True,1,True,False
315,False,True,1,True,False
316,False,True,1,True,False
317,False,True,1,True,False
318,False,True,1,True,False
319,False,True,1,True,False
320,False,True,1,True,False
321,False,True,1,True,False
322,False,True,1,True,False
323,False,True,1,True,False
324,False,True,1,True,False
325,False,True,1,True,False
326,False,True,1,True,False
327,False,True,1,True,False
328,False,True,1,True,False
329,False,True,1,True,False
330,False,True,1,True,False
331,False,True,1,True,False
332,False,True,1,True,False
333,False,True,1,True,False
334,False,True,1,True,False
335,False,True,1,True,False
336,False,True,1,True,False
337,False,True,0,True,False
338,False,True,1,True,False
339,False,True,1,True,False
340,False,True,1,True,False
341,False,True,1,True,False
342,False,True,1,True,False
343,False,True,1,True,False
344,False,True,1,True,False
345,False,True,1,True,False
346,False,True,1,True,False
347,False,True,1,True,False
348,False,True,1,True,False
349,False,True,1,True,False
350,False,True,1,True,False
351,False,True,1,True,False
352,False,True,1,True,False
353,False,True,1,True,False
354,False,True,1,True,False
355,False,True,1,True,False
356,False,True,1,True,False
357,False,True,1,True,False
358,False,True,1,True,False
359,False,True,1,True,False
360,False,True,1,True,False
361,False,True,1,True,False
362,False,True,1,True,False
363,False,True,1,True,False
364,False,True,1,True,False
365,False,True,1,True,False
366,False,True,1,True,False
367,False,True,1,True,False
368,False,True,1,True,False
369,False,True,1,True,False
370,False,True,1,True,False
371,False,True,1,True,False
372,False,True,1,True,False
373,False,True,1,True,False
374,False,True,1,True,False
375,False,True,1,True,False
376,False,True,1,True,False
377,False,True,1,True,False
378,False,True,1,True,False
379,False,True,1,True,False
380,False,True,1,True,False
381,False,True,1,True,False
382,False,True,1,True,False
383,False,True,1,True,False
384,False,True,1,True,False
385,False,True,1,True,False
386,False,True,1,True,False
387,False,True,1,True,False
388,False,True,1,True,False
389,False,True,1,True,False
390,False,True,1,True,False
391,False,True,1,True,False
392,False,True,1,True,False
393,False,True,1,True,False
394,False,True,1,True,False
395,False,True,1,True,False
396,False,True,1,True,False
397,False,True,1,True,False
398,False,True,1,True,False
399,False,True,1,True,False
400,False,True,1,True,False
401,False,True,1,True,False
402,False,True,1,True,False
403,False,True,1,True,False
404,False,True,1,True,False
405,False,True,1,True,False
406,False,True,1,True,False
407,False,True,1,True,False
408,False,True,1,True,False
409,False,True,1,True,False
410,False,True,1,True,False
411,False,True,1,True,False
412,False,True,1,True,False
413,False,True,1,True,False
414,False,True,1,True,False
415,False,True,1,True,False
416,True,True,1,True,False
417,True,True,1,True,False
418,True,True,1,True,False
419,True,True,1,True,False
420,True,True,1,True,False
421,True,True,1,True,False
422,True,True,1,True,False
423,True,True,1,True,False
424,True,True,2,True,False
425,True,True,1,True,False
426,True,True,2,True,False
427,True,True,1,True,False
428,True,True,1,True,False
429,True,True,1,True,False
430,True,True,1,True,False
431,True,True,1,True,False
432,True,True,1,True,False
433,True,True,1,True,False
434,True,True,1,True,False
435,True,True,1,True,False
436,True,True,1,True,False
437,True,True,0,True,False
438,True,True,1,True,False
439,True,True,1,True,False
440,True,True,1,True,False
441,True,True,1,True,False
442,True,True,1,True,False
443,True,True,1,True,False
444,True,True,1,True,False
445,True,True,1,True,False
446,True,True,1,True,False
447,True,True,1,True,False
448,True,True,1,True,False
449,True,True,1,True,False
450,True,True,1,True,False
451,True,True,1,True,False
452,True,True,1,True,False
453,True,True,1,True,False
454,True,True,1,True,False
455,True,True,1,True,False
456,True,True,1,True,False
457,True,True,1,True,False
458,True,True,1,True,False
459,True,True,1,True,False
460,True,True,1,True,False
461,True,True,1,True,False
462,True,True,1,True,False
463,True,True,1,True,False
464,True,True,1,True,False
465,True,True,1,True,False
466,True,True,1,True,False
467,True,True,1,True,False
468,True,True,1,True,False
469,True,True,1,True,False
470,True,True,1,True,False
471,True,True,1,True,False
472,True,True,1,True,False
473,True,True,1,True,False
474,True,True,1,True,False
475,True,True,1,True,False
476,True,True,2,True,False
477,True,True,2,True,False
478,True,True,2,True,False
479,True,True,1,True,False
480,True,True,2,True,False
481,True,True,2,True,False
482,True,True,2,True,False
483,True,True,1,True,False
484,True,False,2,False,False
485,True,False,1,False,False
486,True,False,1,False,False
487,True,False,1,False,False
488,True,False,1,False,False
489,True,False,2,False,False
490,True,False,2,False,False
491,True,False,2,False,False
492,True,False,2,False,False
493,True,False,1,False,False
494,True,False,1,False,False
495,True,False,2,False,False
496,True,False,2,False,False
497,True,False,2,False,False
498,True,False,2,False,False
499,True,False,2,False,False
500,True,False,2,False,False
501,True,False,2,False,False
502,True,False,2,False,False
503,True,False,1,False,False
504,True,False,2,False,False
505,True,False,2,False,False
506,True,False,2,False,False
507,True,False,2,False,False
508,True,False,1,False,False
509,True,False,1,False,False
510,True,False,2,False,False
511,True,False,2,False,False
512,True,False,2,False,False
513,False,True,2,False,True
514,False,True,2,False,True
515,False,True,2,False,True
516,False,True,2,False,True
517,False,True,2,False,True
518,False,True,2,False,True
519,False,False,2,False,False
520,False,False,2,False,False
521,False,False,2,False,False
522,False,True,2,True,False
523,False,True,2,True,False
524,False,True,1,True,False
525,False,True,1,True,False
526,False,True,1,True,False
527,False,True,1,True,False
528,False,True,1,True,False
529,False,True,1,True,False
530,False,True,1,True,False
531,False,True,1,True,False
532,False,True,1,True,False
533,False,True,1,True,False
534,False,True,1,True,False
535,False,True,0,True,False
536,False,True,0,True,False
537,False,True,0,True,False
538,False,True,2,True,False
539,False,True,1,True,False
540,False,True,1,True,False
541,False,True,1,True,False
542,False,True,1,True,False
543,False,True,3,True,False
544,False,True,1,True,False
545,False,True,1,True,False
546,False,True,1,True,False
547,False,True,1,True,False
548,False,True,1,True,False
549,False,True,1,True,False
550,False,True,1,True,False
551,False,True,1,True,False
552,False,True,1,True,False
553,False,True,1,True,False
554,False,True,1,True,False
555,False,True,1,True,False
556,False,True,1,True,False
557,False,True,1,True,False
558,False,True,1,True,False
559,False,True,1,True,False
560,False,True,1,True,False
561,False,True,1,True,False
562,False,False,1,False,False
563,False,False,1,False,False
564,False,False,1,False,False
565,False,False,3,False,False
566,False,False,1,False,False
567,False,False,1,False,False
568,False,False,2,False,False
569,False,False,2,False,False
570,False,False,0,False,False
571,False,False,0,False,False
572,False,True,1,True,False
573,False,True,1,True,False
574,False,True,1,True,False
575,False,True,1,True,False
576,False,True,1,True,False
577,False,True,1,True,False
578,False,True,1,True,False
579,False,True,1,True,False
580,False,True,1,True,False
581,False,True,1,True,False
582,False,True,1,True,False
583,False,True,1,True,False
584,False,True,1,True,False
585,False,True,1,True,False
586,False,False,0,False,False
587,False,False,0,False,False
588,False,False,0,False,False
589,False,False,1,False,False
590,False,False,0,False,False
591,False,False,1,False,False
592,False,False,1,False,False
593,False,False,0,False,False
594,False,False,0,False,False
595,False,False,0,False,False
596,False,False,0,False,False
597,False,False,1,False,False
598,False,False,1,False,False
599,False,False,2,False,False
600,False,True,1,True,False
601,False,True,1,True,False
602,False,True,1,True,False
603,False,True,1,True,False
604,False,True,1,True,False
605,False,True,1,True,False
606,False,True,1,True,False
607,False,True,1,True,False
608,False,True,1,True,False
609,False,False,1,False,False
610,False,False,1,False,False
611,False,False,1,False,False
612,False,False,1,False,False
613,False,False,1,False,False
614,False,False,1,False,False
615,False,False,1,False,False
616,False,False,1,False,False
617,False,False,1,False,False
618,False,False,1,False,False
619,False,False,1,False,False
620,False,False,1,False,False
621,False,False,1,False,False
622,False,True,1,True,False
623,False,True,1,True,False
624,False,True,2,True,False
625,False,True,2,True,False
626,False,True,1,True,False
627,False,True,1,True,False
628,False,True,1,True,False
629,True,True,1,True,False
630,True,True,1,True,False
631,True,True,1,True,False
632,True,True,1,True,False
633,True,True,1,True,False
634,True,True,1,True,False
635,True,True,2,True,False
636,True,False,2,False,False
637,True,False,1,False,False
638,True,False,2,False,False
639,True,False,2,False,False
640,True,False,0,False,False
641,True,False,0,False,False
642,True,False,0,False,False
643,True,False,1,False,False
644,True,False,1,False,False
645,True,False,1,False,False
646,True,False,1,False,False
647,True,False,1,False,False
648,True,False,1,False,False
649,True,False,1,False,False
650,True,True,1,True,False
651,True,True,1,True,False
652,True,True,1,True,False
653,True,True,1,True,False
654,True,True,1,True,False
655,True,True,1,True,False
656,True,True,2,True,False
657,True,True,2,True,False
658,True,True,3,True,False
659,True,True,3,True,False
660,True,True,3,True,False
661,True,True,2,True,False
662,True,True,2,True,False
663,True,True,2,True,False
664,True,True,2,True,False
665,True,True,2,True,False
666,True,True,2,True,False
667,True,True,2,True,False
668,True,False,2,False,False
669,True,False,2,False,False
670,True,False,2,False,False
671,True,True,2,False,True
672,True,True,2,False,True
673,True,True,2,False,True
674,True,True,2,False,True
675,True,True,2,False,True
676,True,True,2,False,True
677,True,True,2,False,True
678,True,True,2,False,True
679,True,True,2,False,True
680,True,True,2,False,True
681,True,True,2,False,True
682,True,True,2,False,True
683,True,True,2,False,True
684,True,True,2,False,True
685,True,True,2,False,True
686,True,True,2,False,True
687,True,True,2,False,True
688,True,True,2,False,True
689,True,True,2,False,True
690,True,True,2,False,True
691,True,True,2,False,True
692,True,True,2,False,True
693,True,True,2,False,True
694,True,True,1,True,False
695,True,True,1,True,False
696,True,True,1,True,False
697,True,True,1,True,False
698,True,True,1,True,False
699,True,True,1,True,False
700,True,True,1,True,False
701,True,True,1,True,False
702,True,True,1,True,False
703,True,True,1,True,False
704,True,True,1,True,False
705,True,True,1,True,False
706,True,True,1,True,False
707,True,True,1,True,False
708,True,True,1,True,False
709,True,True,1,True,False
710,True,True,1,True,False
711,True,True,1,True,False
712,True,True,1,True,False
713,True,True,1,True,False
714,True,True,1,True,False
715,True,True,1,True,False
716,True,True,1,True,False
717,True,True,1,True,False
718,True,True,1,True,False
719,True,True,1,True,False
720,True,True,1,True,False
721,True,True,1,True,False
722,True,True,1,True,False
723,True,True,1,True,False
724,True,True,1,True,False
725,True,True,1,True,False
726,False,True,1,True,False
727,False,True,1,True,False
728,False,True,1,True,False
729,False,True,1,True,False
730,False,True,1,True,False
731,False,True,1,True,False
732,False,True,1,True,False
733,False,True,1,True,False
734,False,True,1,True,False
735,False,True,1,True,False
736,False,True,1,True,False
737,False,True,1,True,False
738,False,True,1,True,False
739,False,True,1,True,False
740,False,True,1,True,False
741,False,True,1,True,False
742,False,True,1,True,False
743,False,True,1,True,False
744,False,True,1,True,False
745,False,True,1,True,False
746,False,True,1,True,False
747,False,True,1,True,False
748,False,False,1,False,False
749,False,False,1,False,False
750,False,False,1,False,False
751,False,False,1,False,False
752,False,False,1,False,False
753,False,False,1,False,False
754,False,False,1,False,False
755,False,False,1,False,False
756,False,False,1,False,False
757,False,False,1,False,False
758,False,False,1,False,False
759,False,False,1,False,False
760,False,False,1,False,False
761,False,False,1,False,False
762,False,False,1,False,False
763,False,False,1,False,False
764,False,False,1,False,False
765,False,False,1,False,False
766,False,False,1,False,False
767,False,False,1,False,False
768,False,False,1,False,False
769,False,False,1,False,False
770,False,True,1,True,False
771,False,True,1,True,False
772,False,True,1,True,False
773,False,True,1,True,False
774,False,True,1,True,False
775,False,True,1,True,False
776,False,True,1,True,False
777,False,True,1,True,False
778,False,True,1,True,False
779,False,True,1,True,False
780,False,True,1,True,False
781,False,True,1,True,False
782,False,True,1,True,False
783,False,True,1,True,False
784,False,True,1,True,False
785,False,True,1,True,False
786,False,True,1,True,False
787,False,True,1,True,False
788,False,True,1,True,False
789,False,True,1,True,False
790,False,True,1,True,False
791,False,True,1,True,False
792,False,True,1,True,False
793,False,True,1,True,False
794,False,True,1,True,False
795,False,True,1,True,False
796,False,True,1,True,False
797,False,True,1,True,False
798,False,True,1,True,False
799,False,True,1,True,False
800,False,True,1,True,False
801,False,True,1,True,False
802,False,True,1,True,False
803,False,True,1,True,False
804,False,True,1,True,False
805,False,True,1,True,False
806,False,True,1,True,False
807,False,False,1,False,False
808,False,False,2,False,False
809,False,False,1,False,False
810,False,False,1,False,False
811,False,False,1,False,False
812,False,False,0,False,False
813,False,False,0,False,False
814,False,False,1,False,False
815,False,True,1,True,False
816,False,True,1,True,False
817,False,True,1,True,False
818,False,True,1,True,False
819,False,True,1,True,False
820,False,True,1,True,False
821,False,True,1,True,False
822,False,True,1,True,False
823,False,True,1,True,False
824,False,True,1,True,False
825,False,True,1,True,False
826,False,True,1,True,False
827,False,True,1,True,False
828,False,True,1,True,False
829,False,True,1,True,False
830,False,True,1,True,False
831,False,True,1,True,False
832,False,True,1,True,False
833,False,True,1,True,False
834,False,True,1,True,False
835,False,True,1,True,False
836,False,True,1,True,False
837,False,True,1,True,False
838,False,True,1,True,False
839,False,True,1,True,False
840,False,True,1,True,False
841,False,True,1,True,False
842,True,True,1,True,False
843,True,True,1,True,False
844,True,True,1,True,False
845,True,True,1,True,False
846,True,True,1,True,False
847,True,True,1,True,False
848,True,True,1,True,False
849,True,True,1,True,False
850,True,True,1,True,False
851,True,True,1,True,False
852,True,True,1,True,False
853,True,True,1,True,False
854,True,True,1,True,False
855,True,True,1,True,False
856,True,True,1,True,False
857,True,True,1,True,False
858,True,True,1,True,False
859,True,True,1,True,False
860,True,True,1,True,False
861,True,True,1,True,False
862,True,True,1,True,False
863,True,True,1,True,False
864,True,True,1,True,False
865,True,True,0,True,False
866,True,True,0,True,False
867,True,True,1,True,False
868,True,True,0,True,False
869,True,True,1,True,False
870,True,True,0,True,False
871,True,True,2,True,False
872,True,True,2,True,False
873,True,True,1,True,False
874,True,True,1,True,False
875,True,True,1,True,False
876,True,True,1,True,False
877,True,True,1,True,False
878,True,True,1,True,False
879,True,True,1,True,False
880,True,True,1,True,False
881,True,True,1,True,False
882,True,True,2,True,False
883,True,True,1,True,False
884,True,True,1,True,False
885,True,True,0,True,False
886,True,True,1,True,False
887,True,True,2,True,False
888,True,True,1,True,False
889,True,True,1,True,False
890,True,True,1,True,False
891,True,True,1,True,False
892,True,True,1,True,False
893,True,True,1,True,False
894,True,True,1,True,False
895,True,True,1,True,False
896,True,True,2,True,False
897,True,True,1,True,False
898,True,True,1,True,False
899,True,True,1,True,False
900,True,True,1,True,False
901,True,True,1,True,False
902,True,True,1,True,False
903,True,True,1,True,False
904,True,True,1,True,False
905,True,True,1,True,False
906,True,True,1,True,False
907,True,True,1,True,False
908,True,True,1,True,False
909,True,True,1,True,False
910,True,True,1,True,False
911,True,True,1,True,False
912,True,True,1,True,False
913,True,True,1,True,False
914,True,True,1,True,False
915,True,True,1,True,False
916,True,True,0,True,False
917,True,True,1,True,False
918,True,True,1,True,False
919,True,True,1,True,False
920,True,True,1,True,False
921,True,True,1,True,False
922,True,True,1,True,False
923,True,True,1,True,False
924,True,True,1,True,False
925,True,True,1,True,False
926,True,True,1,True,False
927,True,True,1,True,False
928,True,True,1,True,False
929,True,True,1,True,False
930,True,True,0,True,False
931,True,True,1,True,False
932,True,True,1,True,False
933,True,True,1,True,False
934,True,True,1,True,False
935,True,True,1,True,False
936,True,True,1,True,False
937,True,True,1,True,False
938,True,True,1,True,False
939,False,True,1,True,False
940,False,True,1,True,False
941,False,True,1,True,False
942,False,True,1,True,False
943,False,True,1,True,False
944,False,True,1,True,False
945,False,True,1,True,False
946,False,True,1,True,False
947,False,True,1,True,False
948,False,True,1,True,False
949,False,True,1,True,False
950,False,True,1,True,False
951,False,True,1,True,False
952,False,True,1,True,False
953,False,True,1,True,False
954,False,True,1,True,False
955,False,True,1,True,False
956,False,True,1,True,False
957,False,True,1,True,False
958,False,True,1,True,False
959,False,True,1,True,False
960,False,True,1,True,False
961,False,True,1,True,False
962,False,True,1,True,False
963,False,True,1,True,False
964,False,False,1,False,False
965,False,False,1,False,False
966,False,False,1,False,False
967,False,False,1,False,False
968,False,False,1,False,False
969,False,False,1,False,False
970,False,False,1,False,False
971,False,False,1,False,False
972,False,False,1,False,False
973,False,False,1,False,False
974,False,False,1,False,False
975,False,False,1,False,False
976,False,False,1,False,False
977,False,False,1,False,False
978,False,False,1,False,False
979,False,False,1,False,False
980,False,False,1,False,False
981,False,True,1,True,False
982,False,True,1,True,False
983,False,True,1,True,False
984,False,True,1,True,False
985,False,True,1,True,False
986,False,True,1,True,False
987,False,True,1,True,False
988,False,True,1,True,False
989,False,True,1,True,False
990,False,True,1,True,False
991,False,True,1,True,False
992,False,True,1,True,False
993,False,True,1,True,False
994,False,True,1,True,False
995,False,True,1,True,False
996,False,True,1,True,False
997,False,True,1,True,False
998,False,True,1,True,False
999,False,True,1,True,False
1000,False,True,1,True,False
1001,False,True,1,True,False
1002,False,True,1,True,False
1003,False,True,1,True,False
1004,False,True,1,True,False
1005,False,True,1,True,False
1006,False,True,1,True,False
1007,False,True,1,True,False
1008,False,True,1,True,False
1009,False,True,1,True,False
1010,False,True,1,True,False
1011,False,True,1,True,False
1012,False,True,1,True,False
1013,False,True,1,True,False
1014,False,True,1,True,False
1015,False,True,1,True,False
1016,False,True,1,True,False
1017,False,True,1,True,False
1018,False,True,1,True,False
1019,False,True,1,True,False
1020,False,True,1,True,False
1021,False,True,1,True,False
1022,False,True,1,True,False
1023,False,True,1,True,False
1024,False,True,1,True,False
1025,False,True,1,True,False
1026,False,True,0,True,False
1027,False,True,1,True,False
1028,False,True,0,True,False
1029,False,True,1,True,False
1030,False,True,1,True,False
1031,False,True,1,True,False
1032,False,True,1,True,False
1033,False,True,1,True,False
1034,False,True,1,True,False
1035,False,True,1,True,False
1036,False,True,1,True,False
1037,False,True,1,True,False
1038,False,True,1,True,False
1039,False,True,1,True,False
1040,False,True,1,True,False
1041,False,True,1,True,False
1042,False,True,1,True,False
1043,False,True,1,True,False
1044,False,True,1,True,False
1045,False,True,2,True,False
1046,False,True,1,True,False
1047,False,True,1,True,False
1048,False,True,1,True,False
1049,False,True,1,True,False
1050,False,True,1,True,False
1051,False,True,1,True,False
1052,False,True,1,True,False
1053,False,True,1,True,False
1054,False,True,1,True,False
1055,False,True,1,True,False
1056,True,True,1,True,False
1057,True,True,1,True,False
1058,True,True,1,True,False
1059,True,True,1,True,False
1060,True,True,1,True,False
1061,True,True,1,True,False
1062,True,True,1,True,False
1063,True,True,1,True,False
1064,True,True,1,True,False
1065,True,True,1,True,False
1066,True,True,1,True,False
1067,True,True,1,True,False
1068,True,True,1,True,False
1069,True,True,1,True,False
1070,True,True,1,True,False
1071,True,True,1,True,False
1072,True,True,1,True,False
1073,True,True,1,True,False
1074,True,True,1,True,False
1075,True,True,1,True,False
1076,True,True,1,True,False
1077,True,True,1,True,False
1078,True,True,1,True,False
1079,True,True,1,True,False
1080,True,True,1,True,False
1081,True,True,1,True,False
1082,True,True,1,True,False
1083,True,True,1,True,False
1084,True,True,1,True,False
1085,True,True,1,True,False
1086,True,True,1,True,False
1087,True,True,1,True,False
1088,True,True,1,True,False
1089,True,True,1,True,False
1090,True,True,1,True,False
1091,True,True,1,True,False
1092,True,True,1,True,False
1093,True,True,1,True,False
1094,True,True,1,True,False
1095,True,True,1,True,False
1096,True,True,1,True,False
1097,True,True,1,True,False
1098,True,True,1,True,False
1099,True,True,1,True,False
1100,True,True,1,True,False
1101,True,True,1,True,False
1102,True,True,1,True,False
1103,True,True,1,True,False
1104,True,True,1,True,False
1105,True,True,1,True,False
1106,True,True,1,True,False
1107,True,True,1,True,False
1108,True,True,1,True,False
1109,True,True,1,True,False
1110,True,True,1,True,False
1111,True,True,1,True,False
1112,True,True,1,True,False
1113,True,True,1,True,False
1114,True,True,1,True,False
1115,True,True,1,True,False
1116,True,True,1,True,False
1117,True,True,1,True,False
1118,True,True,1,True,False
1119,True,True,1,True,False
1120,True,True,1,True,False
1121,True,True,1,True,False
1122,True,True,1,True,False
1123,True,True,1,True,False
1124,True,True,1,True,False
1125,True,True,1,True,False
1126,True,True,1,True,False
1127,True,True,1,True,False
1128,True,True,1,True,False
1129,True,True,1,True,False
1130,True,True,1,True,False
1131,True,True,1,True,False
1132,True,True,1,True,False
1133,True,True,1,True,False
1134,True,True,1,True,False
1135,True,True,1,True,False
1136,True,True,1,True,False
1137,True,True,1,True,False
1138,True,True,3,True,False
1139,True,True,1,True,False
1140,True,True,1,True,False
1141,True,True,1,True,False
1142,True,True,1,True,False
